Armado;Entidad;Cliente.Destino;Nombre;FechaAlta;FechaFin;PCC;FechaPCC;Delivery;ID.Cliente;Estado;Observación;Ud.Pedidas;Ud.Preparadas
10079;10232;BAR207683           ;VISION 101 S.A.                    ;2019/09/16 00:00:00.000;2019/09/16 11:08:31.000;1037;2019/09/18 00:00:00.000;750013311           ;1032;CAR;VISION 101 S.A.                                                                                                                                                                                                                                                ;300.0;300.0
10081;10219;BAR615076           ;AIR COMPUTERS S.R.L.               ;2019/09/16 00:00:00.000;2019/09/16 13:57:21.000;1032;2019/09/17 00:00:00.000;750013313           ;1032;CAR;AIR COMPUTERS S.R.L.                                                                                                                                                                                                                                           ;467.0;467.0
10083;10144;BAR207604           ;VIDITEC S.A.                       ;2019/09/16 00:00:00.000;2019/09/16 16:23:55.000;1034;2019/09/17 00:00:00.000;750013315           ;1032;CAR;VIDITEC S.A.                                                                                                                                                                                                                                                   ;400.0;400.0
10085;10214;BAR503090           ;ATELIER BROTHER                    ;2019/09/17 00:00:00.000;2019/09/17 11:20:00.000;1040;2019/09/18 00:00:00.000;300005              ;1032;CAR;Evento Octubre HAD + MKT HAD                                                                                                                                                                                                                                   ;28.0;28.0
10087;10140;BAR207600           ;IMAGING DIGITAL S.A.               ;2019/09/17 00:00:00.000;2019/09/17 11:28:24.000;1041;2019/09/18 00:00:00.000;750013320           ;1032;CAR;IMAGING DIGITAL S.A.                                                                                                                                                                                                                                           ;6.0;6.0
10091;10247;BAR207685           ;AVANTECNO S A                      ;2019/09/17 00:00:00.000;2019/09/17 14:41:12.000;1039;2019/09/18 00:00:00.000;750013281B          ;1032;CAR;AVANTECNO S A                                                                                                                                                                                                                                                  ;2.0;2.0
10104;10064;BAR207513           ;STENFAR S.A. INDUSTRIAL COMERC     ;2019/09/20 00:00:00.000;2019/09/20 10:36:19.000;1044;2019/09/24 00:00:00.000;750013344           ;1032;CAR;STENFAR S.A. INDUSTRIAL COMERCIAL                                                                                                                                                                                                                              ;350.0;350.0
10106;10207;BAR207680           ;MEALLA JUAN CARLOS                 ;2019/09/20 00:00:00.000;2019/09/20 10:05:10.000;1046;2019/09/24 00:00:00.000;750013346           ;1032;CAR;MEALLA JUAN CARLOS                                                                                                                                                                                                                                             ;19.0;19.0
10112;10232;BAR207683           ;VISION 101 S.A.                    ;2019/09/23 00:00:00.000;2019/09/23 13:57:53.000;1050;2019/09/24 00:00:00.000;750013354           ;1032;CAR;VISION 101 S.A.                                                                                                                                                                                                                                                ;491.0;491.0
10114;10218;BAR613026           ;PORPORATO RAUL AMERICO             ;2019/09/23 00:00:00.000;2019/09/23 15:17:47.000;1047;2019/09/24 00:00:00.000;750013356           ;1032;CAR;PORPORATO RAUL AMERICO                                                                                                                                                                                                                                         ;60.0;60.0
10121;10124;BAR207584           ;ELECTRO UNIVERSO - PLIN METAL      ;2019/09/24 00:00:00.000;2019/09/24 14:11:07.000;1051;2019/09/26 00:00:00.000;750013360           ;1032;CAR;ELECTRO UNIVERSO - PLIN METAL S.A.                                                                                                                                                                                                                             ;25.0;25.0
10123;10247;BAR207685           ;AVANTECNO S A                      ;2019/09/24 00:00:00.000;2019/09/24 14:38:47.000;1052;2019/09/26 00:00:00.000;750013363           ;1032;CAR;AVANTECNO S A                                                                                                                                                                                                                                                  ;15.0;15.0
10125;10055;BAR207501           ;I M D S.R.L.                       ;2019/09/24 00:00:00.000;2019/09/25 09:00:42.000;1055;2019/09/26 00:00:00.000;500011              ;1032;CAR;IMD SRL                                                                                                                                                                                                                                                        ;1.0;1.0
10127;10219;BAR615076           ;AIR COMPUTERS S.R.L.               ;2019/09/25 00:00:00.000;2019/09/25 10:42:12.000;1053;2019/09/26 00:00:00.000;750013380           ;1032;CAR;AIR COMPUTERS S.R.L.                                                                                                                                                                                                                                           ;127.0;127.0
10131;10214;BAR503090           ;ATELIER BROTHER                    ;2019/09/25 00:00:00.000;2019/09/26 10:12:53.000;1056;2019/09/26 00:00:00.000;700001              ;1032;CAR;DESTRUCCION                                                                                                                                                                                                                                                    ;3001.0;2996.0
10134;10026;BAR207360           ;RITHNER, PORTEOUS Y CIA S.A.       ;2019/09/26 00:00:00.000;2019/09/26 10:39:14.000;1058;2019/09/26 00:00:00.000;750013392           ;1032;CAR;RITHNER, PORTEOUS Y CIA S.A.                                                                                                                                                                                                                                   ;162.0;162.0
10136;10026;BAR207360           ;RITHNER, PORTEOUS Y CIA S.A.       ;2019/09/26 00:00:00.000;2019/09/26 13:44:22.000;1058;2019/09/26 00:00:00.000;750013396           ;1032;CAR;RITHNER, PORTEOUS Y CIA S.A.                                                                                                                                                                                                                                   ;97.0;97.0
10138;10026;BAR207360           ;RITHNER, PORTEOUS Y CIA S.A.       ;2019/09/26 00:00:00.000;2019/09/26 14:19:24.000;1058;2019/09/26 00:00:00.000;750013398           ;1032;CAR;RITHNER, PORTEOUS Y CIA S.A.                                                                                                                                                                                                                                   ;330.0;330.0
10140;10259;BAR300023           ;EMME SISTEMAS S.A.                 ;2019/09/26 00:00:00.000;2019/09/26 16:18:27.000;1065;2019/09/30 00:00:00.000;750013400           ;1032;CAR;EMME SISTEMAS S.A.                                                                                                                                                                                                                                             ;875.0;875.0
10176;10026;BAR207360           ;RITHNER, PORTEOUS Y CIA S.A.       ;2019/10/07 00:00:00.000;2019/10/07 13:38:57.000;1066;2019/10/07 00:00:00.000;750013410           ;1032;CAR;RITHNER, PORTEOUS Y CIA S.A.                                                                                                                                                                                                                                   ;1121.0;1121.0
10178;10140;BAR207600           ;IMAGING DIGITAL S.A.               ;2019/10/07 00:00:00.000;2019/10/07 13:15:13.000;1068;2019/10/07 00:00:00.000;750013415           ;1032;CAR;IMAGING DIGITAL S.A.                                                                                                                                                                                                                                           ;5.0;5.0
10180;10026;BAR207360           ;RITHNER, PORTEOUS Y CIA S.A.       ;2019/10/07 00:00:00.000;2019/10/07 14:18:37.000;1066;2019/10/07 00:00:00.000;750013417           ;1032;CAR;RITHNER, PORTEOUS Y CIA S.A.                                                                                                                                                                                                                                   ;921.0;921.0
10182;10144;BAR207604           ;VIDITEC S.A.                       ;2019/10/07 00:00:00.000;2019/10/07 14:37:26.000;1069;2019/10/07 00:00:00.000;750013419           ;1032;CAR;VIDITEC S.A.                                                                                                                                                                                                                                                   ;34.0;34.0
10184;10214;BAR503090           ;ATELIER BROTHER                    ;2019/10/07 00:00:00.000;2019/10/07 14:51:15.000;1071;2019/10/07 00:00:00.000;900001              ;1032;CAR;CONSUMO INTERNO VAC LOG                                                                                                                                                                                                                                        ;3.0;3.0
10187;10233;BAR300031           ;J W ENTERPRISES SA                 ;2019/10/08 00:00:00.000;2019/10/08 14:05:29.000;1073;2019/10/10 00:00:00.000;750013427           ;1032;CAR;J W ENTERPRISES SA EXPORTACION                                                                                                                                                                                                                                 ;1109.0;1109.0
10190;10140;BAR207600           ;IMAGING DIGITAL S.A.               ;2019/10/08 00:00:00.000;2019/10/08 13:39:10.000;1073;2019/10/10 00:00:00.000;750013430           ;1032;CAR;IMAGING DIGITAL S.A.                                                                                                                                                                                                                                           ;5.0;5.0
10192;10064;BAR207513           ;STENFAR S.A. INDUSTRIAL COMERC     ;2019/10/08 00:00:00.000;2019/10/08 15:32:18.000;1076;2019/10/10 00:00:00.000;750013432           ;1032;CAR;STENFAR S.A. INDUSTRIAL COMERCIAL                                                                                                                                                                                                                              ;503.0;503.0
10194;10064;BAR207513           ;STENFAR S.A. INDUSTRIAL COMERC     ;2019/10/08 00:00:00.000;2019/10/09 13:44:23.000;1076;2019/10/10 00:00:00.000;750013434           ;1032;CAR;STENFAR S.A. INDUSTRIAL COMERCIAL                                                                                                                                                                                                                              ;1740.0;1740.0
10196;10117;BAR207577           ;ELIT SA                            ;2019/10/08 00:00:00.000;2019/10/10 11:05:22.000;1078;2019/10/10 00:00:00.000;750013436           ;1032;CAR;ELIT SA                                                                                                                                                                                                                                                        ;3451.0;3451.0
10206;10259;BAR300023           ;EMME SISTEMAS S.A.                 ;2019/10/10 00:00:00.000;2019/10/10 14:36:23.000;1079;2019/10/10 00:00:00.000;750013439           ;1032;CAR;EMME SISTEMAS S.A.                                                                                                                                                                                                                                             ;56.0;56.0
10208;10031;BAR207410           ;MAPLIT S.A.                        ;2019/10/10 00:00:00.000;2019/10/10 15:45:44.000;1081;2019/10/10 00:00:00.000;750013445           ;1032;CAR;MAPLIT S.A.                                                                                                                                                                                                                                                    ;105.0;105.0
10210;10144;BAR207604           ;VIDITEC S.A.                       ;2019/10/10 00:00:00.000;2019/10/10 16:03:15.000;1080;2019/10/10 00:00:00.000;750013450           ;1032;CAR;VIDITEC S.A.                                                                                                                                                                                                                                                   ;129.0;129.0
10212;10126;BAR207586           ;VICENTE NESTOR DARÍO               ;2019/10/11 00:00:00.000;2019/10/11 09:34:56.000;1084;2019/10/11 00:00:00.000;500014              ;1032;CAR;VICENTE NESTOR DARÍO                                                                                                                                                                                                                                           ;1.0;1.0
10215;10139;BAR207599           ;RELET SRL                          ;2019/10/11 00:00:00.000;2019/10/15 09:36:44.000;1097;2019/10/21 00:00:00.000;750013458           ;1032;CAR;RELET SRL                                                                                                                                                                                                                                                      ;50.0;50.0
10217;10139;BAR207599           ;RELET SRL                          ;2019/10/11 00:00:00.000;2019/10/15 09:55:16.000;1097;2019/10/21 00:00:00.000;750013460           ;1032;CAR;RELET SRL                                                                                                                                                                                                                                                      ;50.0;50.0
10219;10099;BAR207555           ;MASNET S.A.                        ;2019/10/11 00:00:00.000;2019/10/15 10:37:11.000;1097;2019/10/21 00:00:00.000;750013462           ;1032;CAR;MASNET S.A.                                                                                                                                                                                                                                                    ;275.0;275.0
10221;10334;000005              ;ORIEN S.A. - FCIA RURAL            ;2019/10/13 00:00:00.000;2019/10/15 09:21:30.000;1085;2019/10/15 00:00:00.000;5084                ;1033;CAR;ORIEN S.A. - FCIA RURAL                                                                                                                                                                                                                                        ;841.0;841.0
10223;10334;000005              ;ORIEN S.A. - FCIA RURAL            ;2019/10/13 00:00:00.000;2019/10/15 07:12:27.000;1085;2019/10/15 00:00:00.000;5086                ;1033;CAR;ORIEN S.A. - FCIA RURAL                                                                                                                                                                                                                                        ;154.0;154.0
10225;10033;BAR207425           ;FREE S.A.                          ;2019/10/15 00:00:00.000;2019/10/15 15:16:25.000;1097;2019/10/21 00:00:00.000;750013465           ;1032;CAR;FREE S.A.                                                                                                                                                                                                                                                      ;4.0;4.0
10227;10022;BAR207288           ;COMERC. DE CAP. S.A.               ;2019/10/15 00:00:00.000;2019/10/15 15:48:01.000;1097;2019/10/21 00:00:00.000;750013467           ;1032;CAR;COMERC. DE CAP. S.A.                                                                                                                                                                                                                                           ;42.0;42.0
10229;10139;BAR207599           ;RELET SRL                          ;2019/10/15 00:00:00.000;2019/10/15 16:56:59.000;1097;2019/10/21 00:00:00.000;750013469           ;1032;CAR;RELET SRL                                                                                                                                                                                                                                                      ;424.0;424.0
10234;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;2019/10/15 00:00:00.000;2019/10/15 14:33:35.000;1086;2019/10/16 00:00:00.000;5093                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;70.0;70.0
10236;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;2019/10/15 00:00:00.000;2019/10/16 15:00:04.000;1086;2019/10/16 00:00:00.000;5091                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;64.0;64.0
10238;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;2019/10/15 00:00:00.000;2019/10/16 15:43:54.000;1086;2019/10/16 00:00:00.000;5094                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;16.0;16.0
10241;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;2019/10/17 00:00:00.000;2019/10/17 18:47:35.000;1334;2020/02/10 00:00:00.000;5109                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;781.0;781.0
10243;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;2019/10/17 00:00:00.000;2019/10/17 11:45:20.000;1334;2020/02/10 00:00:00.000;5111                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;206.0;206.0
10245;10316;C000003             ;FARMACIA PERLES S.A.               ;2019/10/17 00:00:00.000;2019/10/17 16:17:49.000;1087;2019/10/17 00:00:00.000;5113                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;896.0;896.0
10250;10317;C000004             ;ORIEN S.A. - FCIA ORIEN            ;2019/10/17 00:00:00.000;2019/10/17 15:07:34.000;1087;2019/10/17 00:00:00.000;5118                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;356.0;353.0
10252;10317;C000004             ;ORIEN S.A. - FCIA ORIEN            ;2019/10/17 00:00:00.000;2019/10/17 16:23:00.000;1087;2019/10/17 00:00:00.000;5120                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;291.0;291.0
10254;10336;C000006             ;ORIEN S.A. - FCIA DAFLO            ;2019/10/17 00:00:00.000;2019/10/17 15:29:16.000;1087;2019/10/17 00:00:00.000;5116                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;15.0;15.0
10256;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;2019/10/17 00:00:00.000;2019/10/17 19:32:33.000;1334;2020/02/10 00:00:00.000;5121                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;594.0;594.0
10258;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;2019/10/17 00:00:00.000;2019/10/17 16:31:03.000;1334;2020/02/10 00:00:00.000;5123                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;12.0;12.0
10260;10026;BAR207360           ;RITHNER, PORTEOUS Y CIA S.A.       ;2019/10/17 00:00:00.000;2019/10/18 10:13:57.000;1089;2019/10/21 00:00:00.000;750013475           ;1032;CAR;RITHNER, PORTEOUS Y CIA S.A.                                                                                                                                                                                                                                   ;250.0;250.0
10262;10219;BAR615076           ;AIR COMPUTERS S.R.L.               ;2019/10/17 00:00:00.000;2019/10/18 10:35:47.000;1089;2019/10/21 00:00:00.000;750013477           ;1032;CAR;AIR COMPUTERS S.R.L.                                                                                                                                                                                                                                           ;2.0;2.0
10264;10338;BAR207698           ;AGOSTINO SERGIO                    ;2019/10/17 00:00:00.000;2019/10/18 11:23:52.000;1089;2019/10/21 00:00:00.000;750013479           ;1032;CAR;AGOSTINO SERGIO                                                                                                                                                                                                                                                ;34.0;34.0
10266;10219;BAR615076           ;AIR COMPUTERS S.R.L.               ;2019/10/17 00:00:00.000;2019/10/18 11:29:36.000;1089;2019/10/21 00:00:00.000;750013481           ;1032;CAR;AIR COMPUTERS S.R.L.                                                                                                                                                                                                                                           ;10.0;10.0
10268;10197;BAR207668           ;A.I. Tucuman SRL                   ;2019/10/17 00:00:00.000;2019/10/18 11:39:11.000;1091;2019/10/21 00:00:00.000;500015              ;1032;CAR;GARANTIA - A.I. Tucuman SRL                                                                                                                                                                                                                                    ;1.0;1.0
10270;10193;BAR207664           ;SERRANO PABLO ESTEBAN              ;2019/10/17 00:00:00.000;2019/10/18 11:46:17.000;1093;2019/10/21 00:00:00.000;500017              ;1032;CAR;GARANTIA - SERRANO PABLO ESTEBAN                                                                                                                                                                                                                               ;1.0;0.0
10272;10157;BAR207617           ;MAXIMILIANO GARDELLA               ;2019/10/17 00:00:00.000;2019/10/18 11:51:54.000;1095;2019/10/21 00:00:00.000;500019              ;1032;CAR;GARANTIA - MAXIMILIANO GARDELLA                                                                                                                                                                                                                                ;1.0;1.0
10274;10216;BAR605026           ;SUCESION DE VARGAS HECTOR RODO     ;2019/10/17 00:00:00.000;2019/10/18 14:24:26.000;1089;2019/10/21 00:00:00.000;750013486           ;1032;CAR;SUCESION DE VARGAS HECTOR RODOLFO                                                                                                                                                                                                                              ;598.0;598.0
10276;10031;BAR207410           ;MAPLIT S.A.                        ;2019/10/17 00:00:00.000;2019/10/18 13:44:05.000;1089;2019/10/21 00:00:00.000;750013490           ;1032;CAR;MAPLIT S.A.                                                                                                                                                                                                                                                    ;39.0;39.0
10280;10214;BAR503090           ;ATELIER BROTHER                    ;2019/10/18 00:00:00.000;2019/10/18 14:13:04.000;1089;2019/10/21 00:00:00.000;300008              ;1032;CAR;Maquinas MKT                                                                                                                                                                                                                                                   ;2.0;2.0
10282;10320;C100696             ;FARMAPOINT S.C.S                   ;2019/10/21 00:00:00.000;2019/10/21 13:51:45.000;1334;2020/02/10 00:00:00.000;5136                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;304.0;304.0
10284;10323;C000001             ;BIKANER S.A                        ;2019/10/21 00:00:00.000;2019/10/21 10:54:14.000;1334;2020/02/10 00:00:00.000;5149                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;26.0;26.0
10286;10323;C000001             ;BIKANER S.A                        ;2019/10/21 00:00:00.000;2019/10/21 11:06:03.000;1334;2020/02/10 00:00:00.000;5147                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;29.0;29.0
10288;10318;C000005             ;ORIEN S.A. - FCIA RURAL            ;2019/10/21 00:00:00.000;2019/10/21 13:28:47.000;1334;2020/02/10 00:00:00.000;5142                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;89.0;89.0
10290;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;2019/10/21 00:00:00.000;2019/10/21 13:52:15.000;1334;2020/02/10 00:00:00.000;5134                ;1033;CAR;Pedido Masivo                                                                                                                                                                                                                                                  ;75.0;75.0
10292;10315;C100667             ;ORIEN ARGENTINA S.A.-VTAS INTE     ;2019/10/21 00:00:00.000;2019/10/21 15:38:20.000;1334;2020/02/10 00:00:00.000;5132                ;1033;CAR;Pedido Masivo                                                                                                                                                                                                                                                  ;182.0;182.0
10295;10311;C100703             ;SANTA FE 2000 SOC.EN COMANDITA     ;2019/10/22 00:00:00.000;2019/10/22 10:10:47.000;1334;2020/02/10 00:00:00.000;5153                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;30.0;30.0
10297;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;2019/10/22 00:00:00.000;2019/10/22 10:21:32.000;1334;2020/02/10 00:00:00.000;5157                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;186.0;186.0
10299;10305;C100692             ;ORIEN S.A. - FCIA BEIRO            ;2019/10/22 00:00:00.000;2019/10/22 10:30:52.000;1334;2020/02/10 00:00:00.000;5159                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;21.0;21.0
10301;10193;BAR207664           ;SERRANO PABLO ESTEBAN              ;2019/10/22 00:00:00.000;2019/10/22 15:37:02.000;1130;2019/11/22 00:00:00.000;500021              ;1032;CAR;GARANTIA - SERRANO PABLO ESTEBAN                                                                                                                                                                                                                               ;1.0;1.0
10306;10061;BAR207508           ;OFFICEXPERTS S.R.L.                ;2019/10/22 00:00:00.000;2019/10/22 16:19:19.000;1130;2019/11/22 00:00:00.000;750013532           ;1032;CAR;OFFICEXPERTS S.R.L.                                                                                                                                                                                                                                            ;93.0;93.0
10308;10218;BAR613026           ;PORPORATO RAUL AMERICO             ;2019/10/22 00:00:00.000;2019/10/23 09:20:17.000;1130;2019/11/22 00:00:00.000;750013534           ;1032;CAR;PORPORATO RAUL AMERICO                                                                                                                                                                                                                                         ;79.0;79.0
10310;10314;C000007             ;ORIEN S.A. - FCIA CORDOBA          ;2019/10/22 00:00:00.000;2019/10/23 09:15:29.000;1334;2020/02/10 00:00:00.000;5196                ;1033;CAR;Panorama Varios                                                                                                                                                                                                                                                ;155.0;155.0
10313;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;2019/10/22 00:00:00.000;2019/10/23 10:37:16.000;1334;2020/02/10 00:00:00.000;5200                ;1033;CAR;Panorama Filos y Dermocosmética                                                                                                                                                                                                                                ;221.0;221.0
10315;10313;C000002             ;FARMACIA GRAN CONTEMPORANEA S.     ;2019/10/22 00:00:00.000;2019/10/23 11:36:27.000;1334;2020/02/10 00:00:00.000;5202                ;1033;CAR;Panorama Pañales                                                                                                                                                                                                                                               ;155.0;155.0
